package,status,declaration_version,runtime_package,export_signature_pairs,unique_declarations,distinct_exports,generic_declarations,own_generic_declarations,both_polarities_declarations,first_order_potential_declarations,entry_diagnostic_count,retained_diagnostic_count,exclusion_count,identity,container-element,value-to-container,multiple-arguments,constrained-generic,higher-order,overload-or-discriminated,unsupported
"gapi.client.datastream-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.datastream-v1alpha1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.deploymentmanager-alpha","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.deploymentmanager-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.deploymentmanager-v2beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.developerconnect-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.dfareporting-v3.5","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.dfareporting-v4","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.dialogflow-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.dialogflow-v2beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.dialogflow-v3","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.dialogflow-v3beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.digitalassetlinks-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.discovery-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.discoveryengine-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.discoveryengine-v1alpha","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.discoveryengine-v1beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.displayvideo-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.displayvideo-v3","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.dlp-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.dns-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.dns-v1beta2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.docs-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.documentai-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.documentai-v1beta2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.documentai-v1beta3","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.domains-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.domains-v1alpha2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.domains-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.domainsrdap-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.doubleclickbidmanager-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.doubleclicksearch-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.drive-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.drive-v3","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.driveactivity-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.drivelabels-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.drivelabels-v2beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.essentialcontacts-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.eventarc-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.factchecktools-v1alpha1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.fcm-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.fcmdata-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.file-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.file-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebase-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebaseappcheck-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebaseappcheck-v1beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebaseappdistribution-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebaseappdistribution-v1alpha","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebasedatabase-v1beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebasedynamiclinks-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebasehosting-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebasehosting-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebaseml-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebaseml-v1beta2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebaseml-v2beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebaserules-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firebasestorage-v1beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firestore-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firestore-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.firestore-v1beta2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.fitness-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.forms-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.games-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.games_configuration-v1configuration","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.games_management-v1management","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.gkebackup-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.gkehub-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.gkehub-v1alpha","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.gkehub-v1beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.gkehub-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.gkehub-v2alpha","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.gkeonprem-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.gmail-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.gmailpostmastertools-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.gmailpostmastertools-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.googleads-v14","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.googleads-v15","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.googleads-v16","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.googleads-v17","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.groupsmigration-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.groupssettings-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.healthcare-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.healthcare-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.homegraph-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.iam-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.iam-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.iam-v2beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.iamcredentials-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.iap-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.iap-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.identitytoolkit-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.identitytoolkit-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.identitytoolkit-v3","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.ids-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.indexing-v3","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.integrations-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.jobs-v3","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.jobs-v3p1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.jobs-v4","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.keep-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.kgsearch-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.kmsinventory-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.language-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.language-v1beta2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.language-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.libraryagent-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.licensing-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.lifesciences-v2beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.localservices-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.logging-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.looker-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.managedidentities-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.managedidentities-v1alpha1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.managedidentities-v1beta1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.manufacturers-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.marketingplatformadmin-v1alpha","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.meet-v2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.memcache-v1","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.memcache-v1beta2","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.merchantapi-accounts_v1beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"gapi.client.merchantapi-conversions_v1beta","extracted-with-diagnostics","0.0.9999","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
